SKU,Description,Category,Price,City,Date,Units,Sales
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-20,16,3
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-21,28,8
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-22,22,3
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-23,25,21
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-24,22,28
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-25,27,10
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-26,24,12
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-27,25,2
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-28,20,9
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-29,28,25
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-30,24,28
F001,Prateek England,Fashion,1104,Aurangabad,2025-01-31,27,11
F001,Prateek England,Fashion,1104,Nasik,2025-01-01,53,2
F001,Prateek England,Fashion,1104,Nasik,2025-01-02,57,50
F001,Prateek England,Fashion,1104,Nasik,2025-01-03,48,40
F001,Prateek England,Fashion,1104,Nasik,2025-01-04,54,36
F001,Prateek England,Fashion,1104,Nasik,2025-01-05,51,60
F001,Prateek England,Fashion,1104,Nasik,2025-01-06,45,39
F001,Prateek England,Fashion,1104,Nasik,2025-01-07,55,47
F001,Prateek England,Fashion,1104,Nasik,2025-01-08,45,15
F001,Prateek England,Fashion,1104,Nasik,2025-01-09,59,73
F001,Prateek England,Fashion,1104,Nasik,2025-01-10,50,6
F001,Prateek England,Fashion,1104,Nasik,2025-01-11,43,20
F001,Prateek England,Fashion,1104,Nasik,2025-01-12,56,0
F001,Prateek England,Fashion,1104,Nasik,2025-01-13,59,14
F001,Prateek England,Fashion,1104,Nasik,2025-01-14,45,64
F001,Prateek England,Fashion,1104,Nasik,2025-01-15,58,15
F001,Prateek England,Fashion,1104,Nasik,2025-01-16,47,9
F001,Prateek England,Fashion,1104,Nasik,2025-01-17,50,15
F001,Prateek England,Fashion,1104,Nasik,2025-01-18,58,10
F001,Prateek England,Fashion,1104,Nasik,2025-01-19,56,41
F001,Prateek England,Fashion,1104,Nasik,2025-01-20,51,19
F001,Prateek England,Fashion,1104,Nasik,2025-01-21,45,87
F001,Prateek England,Fashion,1104,Nasik,2025-01-22,55,57
F001,Prateek England,Fashion,1104,Nasik,2025-01-23,49,4
F001,Prateek England,Fashion,1104,Nasik,2025-01-24,47,35
F001,Prateek England,Fashion,1104,Nasik,2025-01-25,59,28
F001,Prateek England,Fashion,1104,Nasik,2025-01-26,52,44
F001,Prateek England,Fashion,1104,Nasik,2025-01-27,58,36
F001,Prateek England,Fashion,1104,Nasik,2025-01-28,52,35
F001,Prateek England,Fashion,1104,Nasik,2025-01-29,52,77
F001,Prateek England,Fashion,1104,Nasik,2025-01-30,54,29
F001,Prateek England,Fashion,1104,Nasik,2025-01-31,55,20
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-01,22,38
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-02,27,32
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-03,27,7
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-04,16,12
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-05,28,8
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-06,16,6
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-07,22,22
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-08,25,37
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-09,26,8
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-10,26,8
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-11,28,18
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-12,20,2
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-13,29,13
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-14,32,4
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-15,23,35
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-16,32,16
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-17,31,26
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-18,27,12
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-19,28,15
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-20,29,29
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-21,28,34
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-22,25,4
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-23,29,24
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-24,30,6
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-25,30,8
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-26,24,34
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-27,30,15
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-28,23,22
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-29,33,5
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-30,32,8
F002,Lucy Phillepe,Fashion,2485,Pune,2025-01-31,33,24
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-01,26,14
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-02,19,39
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-03,27,1
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-04,21,9
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-05,26,1
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-06,18,23
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-07,19,2
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-08,18,10
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-09,21,32
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-10,27,37
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-11,26,0
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-12,28,19
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-13,18,40
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-14,19,28
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-15,18,38
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-16,22,10
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-17,26,0
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-18,17,16
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-19,16,23
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-20,20,23
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-21,26,13
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-22,21,9
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-23,26,6
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-24,20,17
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-25,23,50
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-26,28,22
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-27,19,13
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-28,19,29
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-29,22,3
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-30,25,1
F002,Lucy Phillepe,Fashion,2485,Aurangabad,2025-01-31,23,13
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-01,55,46
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-02,41,29
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-03,52,46
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-04,53,106
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-05,53,15
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-06,57,20
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-07,47,38
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-08,58,82
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-09,45,51
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-10,56,8
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-11,55,43
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-12,54,73
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-13,57,8
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-14,48,71
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-15,60,10
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-16,47,30
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-17,54,26
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-18,58,24
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-19,56,76
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-20,57,58
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-21,50,10
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-22,41,45
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-23,57,25
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-24,46,87
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-25,47,42
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-26,52,21
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-27,54,55
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-28,54,59
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-29,53,78
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-30,51,72
F002,Lucy Phillepe,Fashion,2485,Nasik,2025-01-31,52,38
F003,Badlands,Fashion,1425,Pune,2025-01-01,26,33
F003,Badlands,Fashion,1425,Pune,2025-01-02,28,14
F003,Badlands,Fashion,1425,Pune,2025-01-03,30,74
F003,Badlands,Fashion,1425,Pune,2025-01-04,20,48
F003,Badlands,Fashion,1425,Pune,2025-01-05,18,4
F003,Badlands,Fashion,1425,Pune,2025-01-06,27,27
F003,Badlands,Fashion,1425,Pune,2025-01-07,27,30
F003,Badlands,Fashion,1425,Pune,2025-01-08,25,31
F003,Badlands,Fashion,1425,Pune,2025-01-09,28,9
F003,Badlands,Fashion,1425,Pune,2025-01-10,24,60
F003,Badlands,Fashion,1425,Pune,2025-01-11,29,12
F003,Badlands,Fashion,1425,Pune,2025-01-12,19,37
F003,Badlands,Fashion,1425,Pune,2025-01-13,33,46
F003,Badlands,Fashion,1425,Pune,2025-01-14,27,31
F003,Badlands,Fashion,1425,Pune,2025-01-15,19,17
F003,Badlands,Fashion,1425,Pune,2025-01-16,26,7
F003,Badlands,Fashion,1425,Pune,2025-01-17,33,23
F003,Badlands,Fashion,1425,Pune,2025-01-18,26,19
F003,Badlands,Fashion,1425,Pune,2025-01-19,21,19
F003,Badlands,Fashion,1425,Pune,2025-01-20,21,13
F003,Badlands,Fashion,1425,Pune,2025-01-21,23,19
F003,Badlands,Fashion,1425,Pune,2025-01-22,32,38
F003,Badlands,Fashion,1425,Pune,2025-01-23,31,22
F003,Badlands,Fashion,1425,Pune,2025-01-24,31,62
F003,Badlands,Fashion,1425,Pune,2025-01-25,22,44
F003,Badlands,Fashion,1425,Pune,2025-01-26,30,3
F003,Badlands,Fashion,1425,Pune,2025-01-27,22,40
F003,Badlands,Fashion,1425,Pune,2025-01-28,30,4
F003,Badlands,Fashion,1425,Pune,2025-01-29,33,51
F003,Badlands,Fashion,1425,Pune,2025-01-30,26,20
F003,Badlands,Fashion,1425,Pune,2025-01-31,32,41
F003,Badlands,Fashion,1425,Aurangabad,2025-01-01,18,14
F003,Badlands,Fashion,1425,Aurangabad,2025-01-02,30,16
F003,Badlands,Fashion,1425,Aurangabad,2025-01-03,21,35
F003,Badlands,Fashion,1425,Aurangabad,2025-01-04,21,14
F003,Badlands,Fashion,1425,Aurangabad,2025-01-05,24,44
F003,Badlands,Fashion,1425,Aurangabad,2025-01-06,29,0
F003,Badlands,Fashion,1425,Aurangabad,2025-01-07,17,24
F003,Badlands,Fashion,1425,Aurangabad,2025-01-08,21,13
F003,Badlands,Fashion,1425,Aurangabad,2025-01-09,25,32
F003,Badlands,Fashion,1425,Aurangabad,2025-01-10,23,9
F003,Badlands,Fashion,1425,Aurangabad,2025-01-11,19,15
F003,Badlands,Fashion,1425,Aurangabad,2025-01-12,23,37
F003,Badlands,Fashion,1425,Aurangabad,2025-01-13,25,36
F003,Badlands,Fashion,1425,Aurangabad,2025-01-14,24,17
F003,Badlands,Fashion,1425,Aurangabad,2025-01-15,28,7
F003,Badlands,Fashion,1425,Aurangabad,2025-01-16,25,7
F003,Badlands,Fashion,1425,Aurangabad,2025-01-17,23,5
F003,Badlands,Fashion,1425,Aurangabad,2025-01-18,21,2
F003,Badlands,Fashion,1425,Aurangabad,2025-01-19,22,3
F003,Badlands,Fashion,1425,Aurangabad,2025-01-20,22,3
F003,Badlands,Fashion,1425,Aurangabad,2025-01-21,18,7
F003,Badlands,Fashion,1425,Aurangabad,2025-01-22,20,27
F003,Badlands,Fashion,1425,Aurangabad,2025-01-23,23,2
F003,Badlands,Fashion,1425,Aurangabad,2025-01-24,21,22
F003,Badlands,Fashion,1425,Aurangabad,2025-01-25,23,5
F003,Badlands,Fashion,1425,Aurangabad,2025-01-26,21,4
F003,Badlands,Fashion,1425,Aurangabad,2025-01-27,18,11
F003,Badlands,Fashion,1425,Aurangabad,2025-01-28,24,1
F003,Badlands,Fashion,1425,Aurangabad,2025-01-29,20,10
F003,Badlands,Fashion,1425,Aurangabad,2025-01-30,26,12
F003,Badlands,Fashion,1425,Aurangabad,2025-01-31,19,30
F003,Badlands,Fashion,1425,Nasik,2025-01-01,54,10
F003,Badlands,Fashion,1425,Nasik,2025-01-02,55,39
F003,Badlands,Fashion,1425,Nasik,2025-01-03,43,52
F003,Badlands,Fashion,1425,Nasik,2025-01-04,50,76
F003,Badlands,Fashion,1425,Nasik,2025-01-05,56,83
F003,Badlands,Fashion,1425,Nasik,2025-01-06,55,16
F003,Badlands,Fashion,1425,Nasik,2025-01-07,52,95
F003,Badlands,Fashion,1425,Nasik,2025-01-08,58,36
F003,Badlands,Fashion,1425,Nasik,2025-01-09,47,59
F003,Badlands,Fashion,1425,Nasik,2025-01-10,53,33
F003,Badlands,Fashion,1425,Nasik,2025-01-11,49,106
F003,Badlands,Fashion,1425,Nasik,2025-01-12,55,40
F003,Badlands,Fashion,1425,Nasik,2025-01-13,57,61
F003,Badlands,Fashion,1425,Nasik,2025-01-14,47,47
F003,Badlands,Fashion,1425,Nasik,2025-01-15,45,29
F003,Badlands,Fashion,1425,Nasik,2025-01-16,51,2
F003,Badlands,Fashion,1425,Nasik,2025-01-17,49,21
F003,Badlands,Fashion,1425,Nasik,2025-01-18,49,83
F003,Badlands,Fashion,1425,Nasik,2025-01-19,51,24
F003,Badlands,Fashion,1425,Nasik,2025-01-20,47,29
F003,Badlands,Fashion,1425,Nasik,2025-01-21,54,28
F003,Badlands,Fashion,1425,Nasik,2025-01-22,58,96
F003,Badlands,Fashion,1425,Nasik,2025-01-23,53,12
F003,Badlands,Fashion,1425,Nasik,2025-01-24,45,15
F003,Badlands,Fashion,1425,Nasik,2025-01-25,46,98
F003,Badlands,Fashion,1425,Nasik,2025-01-26,57,62
F003,Badlands,Fashion,1425,Nasik,2025-01-27,44,20
F003,Badlands,Fashion,1425,Nasik,2025-01-28,44,50
F003,Badlands,Fashion,1425,Nasik,2025-01-29,52,52
F003,Badlands,Fashion,1425,Nasik,2025-01-30,41,75
F003,Badlands,Fashion,1425,Nasik,2025-01-31,51,17
F004,Allen Dolly,Fashion,2640,Pune,2025-01-01,25,38
F004,Allen Dolly,Fashion,2640,Pune,2025-01-02,29,86
F004,Allen Dolly,Fashion,2640,Pune,2025-01-03,22,51
F004,Allen Dolly,Fashion,2640,Pune,2025-01-04,25,75
F004,Allen Dolly,Fashion,2640,Pune,2025-01-05,24,16
F004,Allen Dolly,Fashion,2640,Pune,2025-01-06,18,0
F004,Allen Dolly,Fashion,2640,Pune,2025-01-07,21,5
F004,Allen Dolly,Fashion,2640,Pune,2025-01-08,21,37
F004,Allen Dolly,Fashion,2640,Pune,2025-01-09,28,38
F004,Allen Dolly,Fashion,2640,Pune,2025-01-10,29,12
F004,Allen Dolly,Fashion,2640,Pune,2025-01-11,24,7
F004,Allen Dolly,Fashion,2640,Pune,2025-01-12,20,55
F004,Allen Dolly,Fashion,2640,Pune,2025-01-13,22,39
F004,Allen Dolly,Fashion,2640,Pune,2025-01-14,20,20
F004,Allen Dolly,Fashion,2640,Pune,2025-01-15,31,11
F004,Allen Dolly,Fashion,2640,Pune,2025-01-16,21,13
F004,Allen Dolly,Fashion,2640,Pune,2025-01-17,22,0
F004,Allen Dolly,Fashion,2640,Pune,2025-01-18,20,50
F004,Allen Dolly,Fashion,2640,Pune,2025-01-19,26,5
F004,Allen Dolly,Fashion,2640,Pune,2025-01-20,31,58
F004,Allen Dolly,Fashion,2640,Pune,2025-01-21,27,12
F004,Allen Dolly,Fashion,2640,Pune,2025-01-22,20,26
F004,Allen Dolly,Fashion,2640,Pune,2025-01-23,23,53
F004,Allen Dolly,Fashion,2640,Pune,2025-01-24,24,60
F004,Allen Dolly,Fashion,2640,Pune,2025-01-25,27,8
F004,Allen Dolly,Fashion,2640,Pune,2025-01-26,28,14
F004,Allen Dolly,Fashion,2640,Pune,2025-01-27,24,6
F004,Allen Dolly,Fashion,2640,Pune,2025-01-28,31,42
F004,Allen Dolly,Fashion,2640,Pune,2025-01-29,27,15
F004,Allen Dolly,Fashion,2640,Pune,2025-01-30,22,18
F004,Allen Dolly,Fashion,2640,Pune,2025-01-31,26,23
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-01,24,4
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-02,26,29
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-03,21,11
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-04,27,7
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-05,25,1
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-06,22,5
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-07,19,17
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-08,20,25
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-09,20,22
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-10,24,28
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-11,26,38
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-12,26,30
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-13,20,30
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-14,22,6
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-15,23,3
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-16,27,13
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-17,22,23
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-18,23,5
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-19,20,7
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-20,21,43
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-21,24,7
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-22,19,14
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-23,21,2
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-24,24,10
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-25,23,14
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-26,23,28
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-27,21,25
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-28,24,4
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-29,18,20
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-30,25,15
F004,Allen Dolly,Fashion,2640,Aurangabad,2025-01-31,19,13
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-01,57,24
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-02,52,79
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-03,53,77
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-04,56,71
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-05,55,11
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-06,46,58
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-07,48,35
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-08,45,83
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-09,54,77
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-10,44,34
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-11,57,71
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-12,59,90
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-13,55,45
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-14,55,1
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-15,54,65
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-16,46,67
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-17,56,63
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-18,53,51
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-19,44,59
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-20,59,9
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-21,50,27
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-22,56,51
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-23,55,65
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-24,51,68
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-25,51,66
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-26,42,22
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-27,52,23
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-28,48,65
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-29,49,83
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-30,51,92
F004,Allen Dolly,Fashion,2640,Nasik,2025-01-31,48,26
F005,Bucchi,Fashion,11299,Pune,2025-01-01,17,34
F005,Bucchi,Fashion,11299,Pune,2025-01-02,18,44
F005,Bucchi,Fashion,11299,Pune,2025-01-03,21,70
F005,Bucchi,Fashion,11299,Pune,2025-01-04,21,32
F005,Bucchi,Fashion,11299,Pune,2025-01-05,26,12
F005,Bucchi,Fashion,11299,Pune,2025-01-06,21,12
F005,Bucchi,Fashion,11299,Pune,2025-01-07,21,63
F005,Bucchi,Fashion,11299,Pune,2025-01-08,18,49
F005,Bucchi,Fashion,11299,Pune,2025-01-09,22,31
F005,Bucchi,Fashion,11299,Pune,2025-01-10,29,13
F005,Bucchi,Fashion,11299,Pune,2025-01-11,16,9
F005,Bucchi,Fashion,11299,Pune,2025-01-12,22,17
F005,Bucchi,Fashion,11299,Pune,2025-01-13,31,8
F005,Bucchi,Fashion,11299,Pune,2025-01-14,27,45
F005,Bucchi,Fashion,11299,Pune,2025-01-15,27,25
F005,Bucchi,Fashion,11299,Pune,2025-01-16,27,60
F005,Bucchi,Fashion,11299,Pune,2025-01-17,29,15
F005,Bucchi,Fashion,11299,Pune,2025-01-18,28,24
F005,Bucchi,Fashion,11299,Pune,2025-01-19,31,50
F005,Bucchi,Fashion,11299,Pune,2025-01-20,26,39
F005,Bucchi,Fashion,11299,Pune,2025-01-21,22,36
F005,Bucchi,Fashion,11299,Pune,2025-01-22,28,34
F005,Bucchi,Fashion,11299,Pune,2025-01-23,33,14
F005,Bucchi,Fashion,11299,Pune,2025-01-24,19,32
F005,Bucchi,Fashion,11299,Pune,2025-01-25,32,1
F005,Bucchi,Fashion,11299,Pune,2025-01-26,31,22
F005,Bucchi,Fashion,11299,Pune,2025-01-27,32,45
F005,Bucchi,Fashion,11299,Pune,2025-01-28,25,36
F005,Bucchi,Fashion,11299,Pune,2025-01-29,23,43
F005,Bucchi,Fashion,11299,Pune,2025-01-30,30,28
F005,Bucchi,Fashion,11299,Pune,2025-01-31,21,5
F005,Bucchi,Fashion,11299,Aurangabad,2025-01-01,22,16
F005,Bucchi,Fashion,11299,Aurangabad,2025-01-02,22,12
